timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2024-04-10 00:00:00+00:00,69146.0,69146.01,69142.8,69142.81,0.17973,1712707200999,12427.25923,36,0.00995,687.9938055,0
2024-04-10 00:00:01+00:00,69142.8,69142.81,69142.8,69142.81,0.4477,1712707201999,30955.2318047,15,0.02447,1691.9245607,0
2024-04-10 00:00:02+00:00,69142.8,69142.81,69142.8,69142.8,0.04564,1712707202999,3155.6774603,14,0.00683,472.2453923,0
2024-04-10 00:00:03+00:00,69142.81,69142.81,69142.8,69142.81,0.03601,1712707203999,2489.8322364,3,0.00084,58.0799604,0
2024-04-10 00:00:04+00:00,69142.8,69142.81,69142.8,69142.8,0.04622,1712707204999,3195.7803892,14,0.01732,1197.5534692,0
2024-04-10 00:00:05+00:00,69142.8,69142.81,69125.0,69125.0,3.9291,1712707205999,271658.321794,120,0.22272,15397.6723916,0
2024-04-10 00:00:06+00:00,69125.0,69125.01,69121.35,69121.36,0.26801,1712707206999,18525.2554441,29,0.01778,1228.9947744,0
2024-04-10 00:00:07+00:00,69121.35,69121.36,69121.35,69121.36,0.37158,1712707207999,25684.1149086,17,0.36756,25406.2470816,0
2024-04-10 00:00:08+00:00,69121.36,69121.36,69121.35,69121.36,0.15815,1712707208999,10931.542154,9,0.06515,4503.256604,0
2024-04-10 00:00:09+00:00,69121.35,69121.36,69121.35,69121.36,0.34932,1712707209999,24145.4707701,27,0.07881,5447.4543816,0
2024-04-10 00:00:10+00:00,69121.36,69121.36,69121.35,69121.36,0.24014,1712707210999,16598.8015764,13,0.05874,4060.1886864,0
2024-04-10 00:00:11+00:00,69121.36,69121.36,69121.35,69121.36,0.06971,1712707211999,4818.4499444,15,0.06359,4395.4272824,0
2024-04-10 00:00:12+00:00,69121.36,69121.36,69121.35,69121.36,0.30923,1712707212999,21374.3954515,21,0.0391,2702.645176,0
2024-04-10 00:00:13+00:00,69121.36,69121.36,69121.35,69121.36,0.08113,1712707213999,5607.8158314,12,0.07059,4879.2768024,0
2024-04-10 00:00:14+00:00,69121.36,69121.36,69121.35,69121.36,0.00578,1712707214999,399.5214294,6,0.00264,182.4803904,0
2024-04-10 00:00:15+00:00,69121.36,69121.36,69116.52,69116.52,0.49575,1712707215999,34265.8998892,47,0.00332,229.4829152,0
2024-04-10 00:00:16+00:00,69116.53,69116.53,69115.5,69115.51,0.20967,1712707216999,14491.6544003,12,0.00225,155.5120587,0
2024-04-10 00:00:17+00:00,69115.51,69115.51,69111.12,69111.12,0.14832,1712707217999,10251.1134825,22,0.00514,355.2357224,0
2024-04-10 00:00:18+00:00,69111.12,69111.12,69104.0,69104.01,0.75092,1712707218999,51896.2781909,41,0.00133,91.9094443,0
2024-04-10 00:00:19+00:00,69104.0,69104.01,69104.0,69104.01,0.00674,1712707219999,465.7609684,4,0.00084,58.0473684,0
2024-04-10 00:00:20+00:00,69104.01,69104.01,69100.0,69100.01,0.10504,1712707220999,7258.5304399,21,0.008,552.82024,0
2024-04-10 00:00:21+00:00,69100.01,69132.45,69100.01,69129.64,3.94314,1712707221999,272508.4020862,98,3.94294,272494.5772882,0
2024-04-10 00:00:22+00:00,69129.64,69129.64,69129.63,69129.64,0.03658,1712707222999,2528.7620894,14,0.0224,1548.503936,0
2024-04-10 00:00:23+00:00,69129.63,69129.64,69129.63,69129.64,0.06415,1712707223999,4434.6663336,12,0.05691,3934.1678124,0
2024-04-10 00:00:24+00:00,69129.64,69129.64,69128.18,69128.18,1.09893,1712707224999,75968.4134735,29,0.00152,105.0770528,0
2024-04-10 00:00:25+00:00,69124.0,69129.29,69124.0,69129.29,0.54244,1712707225999,37497.1657398,19,0.52117,36026.8982598,0
2024-04-10 00:00:26+00:00,69129.64,69139.3,69129.63,69139.3,1.5491,1712707226999,107098.4635441,41,1.50338,103937.7552373,0
2024-04-10 00:00:27+00:00,69139.3,69143.99,69139.29,69143.99,0.21229,1712707227999,14677.8936249,33,0.20174,13948.4272623,0
2024-04-10 00:00:28+00:00,69143.99,69143.99,69143.98,69143.98,0.02333,1712707228999,1613.1290665,5,0.00131,90.5786269,0
2024-04-10 00:00:29+00:00,69143.98,69143.99,69143.98,69143.98,0.01042,1712707229999,720.4802825,5,0.00109,75.3669491,0
2024-04-10 00:00:30+00:00,69143.98,69143.99,69143.98,69143.99,0.18681,1712707230999,12916.7887309,12,0.18271,12633.2984129,0
2024-04-10 00:00:31+00:00,69143.98,69143.99,69143.98,69143.98,0.00083,1712707231999,57.389507,3,0.00036,24.8918364,0
2024-04-10 00:00:32+00:00,69143.99,69143.99,69143.98,69143.99,0.01198,1712707232999,828.344903,5,0.00226,156.2654174,0
2024-04-10 00:00:33+00:00,69143.98,69143.98,69143.98,69143.98,0.0093,1712707233999,643.039014,3,0.0,0.0,0
2024-04-10 00:00:34+00:00,69143.98,69143.99,69143.98,69143.98,0.00543,1712707234999,375.4518142,6,0.00028,19.3603172,0
2024-04-10 00:00:35+00:00,69143.99,69143.99,69143.99,69143.99,0.18622,1712707235999,12875.9938178,3,0.18622,12875.9938178,0
2024-04-10 00:00:36+00:00,69143.98,69143.99,69139.73,69139.73,0.72105,1712707236999,49856.168189,35,0.00145,100.257487,0
2024-04-10 00:00:37+00:00,69139.74,69139.74,69139.73,69139.73,0.03666,1712707237999,2534.6625071,4,0.00053,36.6440622,0
2024-04-10 00:00:38+00:00,69139.73,69139.73,69136.13,69136.14,0.03441,1712707238999,2379.0239511,12,0.0001,6.913614,0
2024-04-10 00:00:39+00:00,69136.01,69136.01,69128.02,69128.02,0.01446,1712707239999,999.6685955,16,0.00469,324.2450105,0
2024-04-10 00:00:40+00:00,69128.01,69128.01,69124.43,69124.43,0.602,1712707240999,41614.5826627,21,0.00316,218.4332304,0
2024-04-10 00:00:41+00:00,69124.44,69126.78,69124.43,69126.78,0.29672,1712707241999,20510.6054808,18,0.29603,20462.9085196,0
2024-04-10 00:00:42+00:00,69126.79,69128.02,69126.79,69128.01,0.06411,1712707242999,4431.7686692,13,0.05881,4065.3913154,0
2024-04-10 00:00:43+00:00,69128.02,69128.02,69128.01,69128.01,0.00305,1712707243999,210.8404395,5,0.0009,62.215218,0
2024-04-10 00:00:44+00:00,69128.02,69128.02,69128.01,69128.01,0.03761,1712707244999,2599.9046006,3,0.01445,998.899889,0
2024-04-10 00:00:45+00:00,69128.02,69128.02,69128.01,69128.01,0.02055,1712707245999,1420.5806407,4,0.00352,243.3306304,0
2024-04-10 00:00:46+00:00,69128.02,69128.02,69128.01,69128.01,0.01855,1712707246999,1282.3245892,5,0.00037,25.5773674,0
2024-04-10 00:00:47+00:00,69128.02,69128.02,69128.02,69128.02,0.00304,1712707247999,210.1491808,2,0.00304,210.1491808,0
2024-04-10 00:00:48+00:00,69128.01,69128.01,69128.01,69128.01,0.01961,1712707248999,1355.6002761,2,0.0,0.0,0
2024-04-10 00:00:49+00:00,69128.02,69128.02,69128.01,69128.02,0.01677,1712707249999,1159.276858,6,0.01303,900.7381006,0
2024-04-10 00:00:50+00:00,69128.02,69128.02,69128.01,69128.02,0.02631,1712707250999,1818.758141,6,0.01979,1368.0435158,0
2024-04-10 00:00:51+00:00,69128.01,69128.02,69128.01,69128.02,0.72368,1712707251999,50026.5655089,6,0.72321,49994.0753442,0
2024-04-10 00:00:52+00:00,69128.02,69128.02,69128.01,69128.01,0.00502,1712707252999,347.022612,2,0.00018,12.4430436,0
2024-04-10 00:00:53+00:00,69128.02,69128.02,69128.01,69128.02,0.02215,1712707253999,1531.1855461,6,0.01246,861.3351292,0
2024-04-10 00:00:54+00:00,69128.02,69128.02,69128.01,69128.01,0.00626,1712707254999,432.7413832,5,0.00406,280.6597612,0
2024-04-10 00:00:55+00:00,69128.02,69128.02,69128.01,69128.01,0.00144,1712707255999,99.5443461,3,0.00117,80.8797834,0
2024-04-10 00:00:56+00:00,69128.01,69128.02,69128.01,69128.02,0.01471,1712707256999,1016.8730444,4,0.00173,119.5914746,0
2024-04-10 00:00:57+00:00,69128.01,69128.02,69128.01,69128.01,0.11101,1712707257999,7673.9012184,13,0.08283,5725.8738966,0
2024-04-10 00:00:58+00:00,69128.02,69128.02,69128.01,69128.01,0.00432,1712707258999,298.6330445,4,0.00413,285.4987226,0
2024-04-10 00:00:59+00:00,69128.02,69128.02,69128.01,69128.02,0.04572,1712707259999,3160.5329691,23,0.03519,2432.6150238,0
2024-04-10 00:01:00+00:00,69128.01,69128.02,69128.01,69128.02,0.01705,1712707260999,1178.6326798,24,0.01093,755.5692586,0
2024-04-10 00:01:01+00:00,69128.01,69128.01,69128.01,69128.01,0.02898,1712707261999,2003.3297298,2,0.0,0.0,0
2024-04-10 00:01:02+00:00,69128.01,69128.02,69128.01,69128.02,0.19461,1712707262999,13453.0039482,8,0.19221,13287.0967242,0
2024-04-10 00:01:03+00:00,69128.01,69128.02,69128.01,69128.01,0.01202,1712707263999,830.9186836,5,0.00034,23.5035268,0
2024-04-10 00:01:04+00:00,69128.01,69128.02,69128.01,69128.02,0.00349,1712707264999,241.2567673,4,0.00124,85.7187448,0
2024-04-10 00:01:05+00:00,69128.02,69128.02,69128.02,69128.02,0.00178,1712707265999,123.0478756,2,0.00178,123.0478756,0
2024-04-10 00:01:06+00:00,69128.01,69128.02,69128.01,69128.02,0.40091,1712707266999,27714.1114982,8,0.10091,6975.7084982,0
2024-04-10 00:01:07+00:00,69128.01,69128.02,69128.01,69128.01,0.01238,1712707267999,855.8048287,8,0.00649,448.6408498,0
2024-04-10 00:01:08+00:00,69128.01,69128.02,69128.01,69128.01,0.0228,1712707268999,1576.1186354,4,0.00074,51.1547348,0
2024-04-10 00:01:09+00:00,69128.01,69128.02,69128.01,69128.02,0.0539,1712707269999,3725.9997398,3,8e-05,5.5302416,0
2024-04-10 00:01:10+00:00,69128.01,69128.02,69128.01,69128.02,0.01053,1712707270999,727.9179583,5,0.0013,89.866426,0
2024-04-10 00:01:11+00:00,69128.02,69128.02,69128.01,69128.01,0.01529,1712707271999,1056.967295,6,0.00221,152.7729242,0
2024-04-10 00:01:12+00:00,69128.02,69128.02,69128.01,69128.01,0.01766,1712707272999,1220.8007101,8,0.00535,369.834907,0
2024-04-10 00:01:13+00:00,69128.02,69128.02,69128.01,69128.02,0.01726,1712707273999,1193.1494661,5,0.00135,93.322827,0
2024-04-10 00:01:14+00:00,69128.02,69128.02,69128.02,69128.02,0.06302,1712707274999,4356.4478204,5,0.06302,4356.4478204,0
2024-04-10 00:01:15+00:00,69128.02,69128.02,69128.02,69128.02,0.02381,1712707275999,1645.9381562,8,0.02381,1645.9381562,0
2024-04-10 00:01:16+00:00,69128.02,69128.02,69128.01,69128.01,0.02655,1712707276999,1835.3487667,8,0.01012,699.5755624,0
2024-04-10 00:01:17+00:00,69128.02,69128.02,69128.01,69128.01,0.09877,1712707277999,6827.7736303,11,0.00826,570.9974452,0
2024-04-10 00:01:18+00:00,69128.02,69128.02,69128.01,69128.01,0.00575,1712707278999,397.4861048,4,0.00473,326.9755346,0
2024-04-10 00:01:19+00:00,69128.02,69128.02,69128.01,69128.01,0.02767,1712707279999,1912.772064,6,0.00273,188.7194946,0
2024-04-10 00:01:20+00:00,69128.01,69128.01,69128.01,69128.01,0.00692,1712707280999,478.3658292,1,0.0,0.0,0
2024-04-10 00:01:21+00:00,69128.01,69128.02,69128.01,69128.02,0.01749,1712707281999,1209.0489046,6,0.00097,67.0541794,0
2024-04-10 00:01:22+00:00,69128.01,69128.02,69128.01,69128.01,0.02951,1712707282999,2039.9675798,4,0.00047,32.4901694,0
2024-04-10 00:01:23+00:00,69128.02,69128.02,69128.01,69128.01,0.00752,1712707283999,519.8426504,5,0.00152,105.0745904,0
2024-04-10 00:01:24+00:00,69128.02,69128.02,69128.01,69128.01,0.00893,1712707284999,617.3131425,5,0.00132,91.2489864,0
2024-04-10 00:01:25+00:00,69128.02,69128.02,69128.01,69128.01,0.00219,1712707285999,151.3903565,4,0.00146,100.9269092,0
2024-04-10 00:01:26+00:00,69128.01,69128.02,69128.01,69128.01,0.01315,1712707286999,909.0333444,4,0.00129,89.1751458,0
2024-04-10 00:01:27+00:00,69128.02,69128.02,69128.01,69128.01,0.01009,1712707287999,697.5016218,2,9e-05,6.2215218,0
2024-04-10 00:01:28+00:00,69128.02,69128.02,69110.81,69110.81,8.23098,1712707288999,568903.9951333,131,0.02112,1459.7365019,0
2024-04-10 00:01:29+00:00,69110.81,69110.81,69110.81,69110.81,0.04463,1712707289999,3084.4154503,4,0.04463,3084.4154503,0
2024-04-10 00:01:30+00:00,69110.8,69110.81,69110.8,69110.8,0.17017,1712707290999,11760.5849806,9,0.01446,999.3423126,0
2024-04-10 00:01:31+00:00,69110.8,69110.81,69101.93,69101.94,0.38337,1712707291999,26493.925377,44,0.0061,421.5688235,0
2024-04-10 00:01:32+00:00,69101.94,69101.94,69101.93,69101.94,0.16361,1712707292999,11305.7683982,6,0.16309,11269.8353946,0
2024-04-10 00:01:33+00:00,69101.94,69101.94,69101.94,69101.94,0.06009,1712707293999,4152.3355746,3,0.06009,4152.3355746,0
2024-04-10 00:01:34+00:00,69101.93,69101.93,69101.93,69101.93,0.00317,1712707294999,219.0531181,1,0.0,0.0,0
2024-04-10 00:01:35+00:00,69101.94,69107.99,69101.94,69107.99,0.5302,1712707295999,36637.8859057,32,0.5302,36637.8859057,0
2024-04-10 00:01:36+00:00,69107.98,69108.0,69107.98,69108.0,0.01135,1712707296999,784.375698,6,0.01107,765.0254636,0
2024-04-10 00:01:37+00:00,69107.99,69108.0,69107.99,69107.99,0.00358,1712707297999,247.4066199,6,0.00157,108.49956,0
2024-04-10 00:01:38+00:00,69107.99,69111.68,69107.99,69111.68,0.70031,1712707298999,48399.5444714,25,0.01159,800.9813106,0
2024-04-10 00:01:39+00:00,69111.68,69111.68,69111.67,69111.67,0.08634,1712707299999,5967.1016219,4,0.00341,235.6708288,0
2024-04-10 00:01:40+00:00,69111.68,69111.68,69111.67,69111.67,0.00439,1712707300999,303.4002563,5,0.0025,172.7792,0
